issue,title,platform,group,release,release_converted,link,download_links,external_links
The Third Dimension 14,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82059/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM14.ZIP,
The Third Dimension 15,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82060/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM15.ZIP,
The Third Dimension 16,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82061/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM16.ZIP,
The Third Dimension 17,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82062/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM17.ZIP,
The Third Dimension 18,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82063/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM18.ZIP,
The Third Dimension 19,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82064/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM19.ZIP,
The Third Dimension 20,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82065/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM20.ZIP,
The Third Dimension 21,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82066/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM21.ZIP,
The Third Dimension 22,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82067/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM22.ZIP,
The Third Dimension 23,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82068/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM23.ZIP,
The Third Dimension 24,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82069/,,
The Third Dimension 25,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82070/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM25.ZIP,
The Third Dimension 26,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82071/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM26.ZIP,
The Third Dimension 27,The Third Dimension,Atari ST/E,Tony Hartley,,,https://demozoo.org//productions/82072/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/3RD_DIM/3RDDM27.ZIP,
The Times #1,The Times,Commodore 64,Defence,November 1989,01.11.1989,https://demozoo.org//productions/206307/,http://csdb.dk/getinternalfile.php/92828/The%20Times%2001.zip,"https://csdb.dk/release/?id=95272, https://www.pouet.net/prod.php?which=81982"
The Times #2,The Times,Commodore 64,Defence,1989,01.01.1989,https://demozoo.org//productions/206306/,http://csdb.dk/getinternalfile.php/85014/The_Times_02.zip,"https://csdb.dk/release/?id=88104, https://www.pouet.net/prod.php?which=81981"
The Times #3,The Times,Commodore 64,Phoenix,1989,01.01.1989,https://demozoo.org//productions/282144/,http://csdb.dk/getinternalfile.php/40697/THE_TIMES_#3PHX.T64,https://csdb.dk/release/?id=49347
The Trader 2,The Trader,Amiga OCS/ECS,Flashing Bytes,27 June 1991,27.06.1991,https://demozoo.org//productions/261852/,,http://janeway.exotica.org.uk/release.php?id=18442
The Trash News #01,The Trash News,Commodore 64,Trash,3 September 1991,03.09.1991,https://demozoo.org//productions/269150/,http://csdb.dk/getinternalfile.php/189552/trash_news_1.d64,"https://csdb.dk/release/?id=182730, https://www.pouet.net/prod.php?which=83448"
The Trash News #02,The Trash News,Commodore 64,Trash,,,https://demozoo.org//productions/269144/,http://csdb.dk/getinternalfile.php/189017/The-Trash-News-02-TSH.d64,"https://csdb.dk/release/?id=182251, https://www.pouet.net/prod.php?which=83444"
The Tribune #28,The Tribune,Commodore 64,Warlords TMB Group,1 June 1992,01.06.1992,https://demozoo.org//productions/232204/,http://csdb.dk/getinternalfile.php/171145/TheTribune28-WTG.d64,"https://csdb.dk/release/?id=167962, https://www.pouet.net/prod.php?which=82199"
The Tribune #29,The Tribune,Commodore 64,Warlords TMB Group,1 July 1992,01.07.1992,https://demozoo.org//productions/232205/,http://csdb.dk/getinternalfile.php/176527/Tribune29_Wtg.d64,"https://csdb.dk/release/?id=172883, https://www.pouet.net/prod.php?which=82200"
The Tribune #31,The Tribune,Commodore 64,Warlords TMB Group,1 October 1992,01.10.1992,https://demozoo.org//productions/232218/,http://csdb.dk/getinternalfile.php/173612/The-Tribune-Issue-31-WTG.d64,"https://csdb.dk/release/?id=170235, https://www.pouet.net/prod.php?which=82202"
The Tribune #32,The Tribune,Commodore 64,Warlords TMB Group,1 November 1992,01.11.1992,https://demozoo.org//productions/232219/,http://csdb.dk/getinternalfile.php/58015/Tribune_32.zip,"https://csdb.dk/release/?id=11645, https://www.pouet.net/prod.php?which=39045"
The Tribune #34,The Tribune,Commodore 64,"Entropy, Genetix",1 March 1993,01.03.1993,https://demozoo.org//productions/308460/,http://csdb.dk/getinternalfile.php/58014/Tribune_34.zip,"https://csdb.dk/release/?id=5961, https://www.pouet.net/prod.php?which=42692"
The Tribune 49,The Tribune,Commodore 64,Entropy,29 December 1994 at,29.12.1994,https://demozoo.org//productions/114292/,http://noname.c64.org/csdb/release/download.php?id=9583,"https://csdb.dk/release/?id=5095, https://www.pouet.net/prod.php?which=42672"
The UK Chart 1,The UK Chart,Amiga OCS/ECS,Doom Uk,11 November 1992,11.11.1992,https://demozoo.org//productions/221216/,"http://ftp.amigascne.org/pub/amiga/Groups/D/Doom-UK/Doom-UKChartIssue01, https://archive.scene.org/pub/mirrors/amigascne/Groups/D/Doom-UK/Doom-UKChartIssue01, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/D/Doom-UK/Doom-UKChartIssue01, http://ftp.amigascne.org/pub/amiga/Groups/D/Doom-UK/Doom-UKChartIssue01.dms, https://archive.scene.org/pub/mirrors/amigascne/Groups/D/Doom-UK/Doom-UKChartIssue01.dms, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/D/Doom-UK/Doom-UKChartIssue01.dms","http://janeway.exotica.org.uk/release.php?id=20845, https://www.pouet.net/prod.php?which=86737"
The Vague #1,The Vague,Amiga PPC/RTG,,October 2007,01.10.2007,https://demozoo.org//productions/287796/,"http://archives.aros-exec.org/share/demo/magazine/the_vague_2.lha, https://files.scene.org/get/mags/the_vague/the_vague_1/the_vague_1_%28warp3d-os3-4-mos%29.lha, https://files.scene.org/view/mags/the_vague/the_vague_1/the_vague_1_%28warp3d-os3-4-mos%29.lha",https://www.pouet.net/prod.php?which=32263
The Vague #2,The Vague,Amiga PPC/RTG,,November 2009,01.11.2009,https://demozoo.org//productions/93390/,http://archives.aros-exec.org/share/demo/magazine/the_vague_2.lha,https://www.pouet.net/prod.php?which=54152
The Voice #1,The Voice,Windows,Marsmellow,6 July 2002 at,06.07.2002,https://demozoo.org//productions/267515/,"https://files.scene.org/get/mags/thevoice/thevoice.zip, https://files.scene.org/view/mags/thevoice/thevoice.zip",https://www.pouet.net/prod.php?which=7707
The Voice #2,The Voice,Windows,Marsmellow,2003,01.01.2003,https://demozoo.org//productions/308666/,"https://files.scene.org/get/mags/thevoice/thevoice2.zip, https://files.scene.org/view/mags/thevoice/thevoice2.zip",https://www.pouet.net/prod.php?which=9857
The Voice #3,The Voice,Windows,Marsmellow,2005,01.01.2005,https://demozoo.org//productions/308667/,"https://files.scene.org/get/mags/thevoice/thevoice3.zip, https://files.scene.org/view/mags/thevoice/thevoice3.zip",https://www.pouet.net/prod.php?which=18379
The Voice Dysk Mag 1,The Voice Dysk Mag,Atari ST/E,Team From The East,1991,01.01.1991,https://demozoo.org//productions/91566/,,
The Voice Dysk Mag 2,The Voice Dysk Mag,Atari ST/E,Team From The East,1992,01.01.1992,https://demozoo.org//productions/91492/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/VOICE/VOICE_2.ZIP,
The Voice Dysk Mag 3,The Voice Dysk Mag,Atari ST/E,Team From The East,6 March 1993,06.03.1993,https://demozoo.org//productions/91567/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/VOICE/VOICE_3.ZIP,
The Voice Dysk Mag 4,The Voice Dysk Mag,Atari ST/E,Team From The East,30 October 1993,30.10.1993,https://demozoo.org//productions/91568/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/VOICE/VOICE_4.ZIP,
The Voice Dysk Mag 5,The Voice Dysk Mag,Atari ST/E,Team From The East,30 January 1994,30.01.1994,https://demozoo.org//productions/91569/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/VOICE/VOICE_5.ZIP,
The Voice Dysk Mag 6,The Voice Dysk Mag,Atari ST/E,Team From The East,1 October 1994,01.10.1994,https://demozoo.org//productions/91570/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/VOICE/VOICE_6.ZIP,
The Voice Dysk Mag 7,The Voice Dysk Mag,Atari ST/E,Team From The East,1995,01.01.1995,https://demozoo.org//productions/128390/,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/VOICE/VOICE_7.ZIP,
The Wave #1,The Wave,MS-Dos,The Council,1 January 1996,01.01.1996,https://demozoo.org//productions/290929/,"https://files.scene.org/get/mags/wave/wave01.zip, https://files.scene.org/view/mags/wave/wave01.zip",
The Wave #2,The Wave,MS-Dos,The Council,1 February 1996,01.02.1996,https://demozoo.org//productions/290930/,"https://files.scene.org/get/mags/wave/wave02.zip, https://files.scene.org/view/mags/wave/wave02.zip",
The Wave #3,The Wave,MS-Dos,The Council,9 March 1996,09.03.1996,https://demozoo.org//productions/290931/,"https://defacto2.net/d/a66b5, https://files.scene.org/get/mags/wave/wave03.zip, https://files.scene.org/view/mags/wave/wave03.zip",https://defacto2.net/f/a66b5
The Wave #4,The Wave,MS-Dos,The Council,1 May 1996,01.05.1996,https://demozoo.org//productions/290932/,"https://files.scene.org/get/mags/wave/wave04.zip, https://files.scene.org/view/mags/wave/wave04.zip",
The Wild 3½,The Wild,Amiga AGA,Rektum,11 March 1996,11.03.1996,https://demozoo.org//productions/255957/,"http://ftp.amigascne.org/pub/amiga/Groups/R/Rektum/Rektum-TheWild3.5, https://archive.scene.org/pub/mirrors/amigascne/Groups/R/Rektum/Rektum-TheWild3.5, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/R/Rektum/Rektum-TheWild3.5",http://janeway.exotica.org.uk/release.php?id=75917
The Word 10,The Word,Amiga OCS/ECS,"Carnage, NFA",17 May 1996,17.05.1996,https://demozoo.org//productions/236508/,"http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA%26Carnage-TheWord10a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord10a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord10a.adf, http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA%26Carnage-TheWord10b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord10b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord10b.adf",http://janeway.exotica.org.uk/release.php?id=30875
The Word 11,The Word,Amiga OCS/ECS,"Carnage, NFA",10 August 1996,10.08.1996,https://demozoo.org//productions/236510/,"http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA%26Carnage-TheWord11a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord11a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord11a.adf, http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA%26Carnage-TheWord11b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord11b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord11b.adf",http://janeway.exotica.org.uk/release.php?id=30886
The Word 12,The Word,Amiga OCS/ECS,"Carnage, NFA",25 December 1996,25.12.1996,https://demozoo.org//productions/236521/,"http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA%26Carnage-TheWord12a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord12a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord12a.adf, http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA%26Carnage-TheWord12b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord12b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA%26Carnage-TheWord12b.adf",http://janeway.exotica.org.uk/release.php?id=30876
The Word 13,The Word,Amiga OCS/ECS,Carnage,7 April 1997,07.04.1997,https://demozoo.org//productions/236522/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord13a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord13a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord13a.adf, http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord13b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord13b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord13b.adf",http://janeway.exotica.org.uk/release.php?id=30877
The Word 14,The Word,Amiga OCS/ECS,Carnage,22 May 1997,22.05.1997,https://demozoo.org//productions/236523/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord14a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord14a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord14a.adf, http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord14b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord14b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord14b.adf",http://janeway.exotica.org.uk/release.php?id=30878
The Word 15,The Word,Amiga OCS/ECS,Carnage,5 July 1997,05.07.1997,https://demozoo.org//productions/236524/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord15a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord15a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord15a.adf, http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord15b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord15b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord15b.adf",http://janeway.exotica.org.uk/release.php?id=30879
The Word 16,The Word,Amiga OCS/ECS,Carnage,31 August 1997,31.08.1997,https://demozoo.org//productions/236525/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord16a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord16a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord16a.adf, http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord16b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord16b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord16b.adf",http://janeway.exotica.org.uk/release.php?id=30880
The Word 17,The Word,Amiga OCS/ECS,Carnage,12 January 1998,12.01.1998,https://demozoo.org//productions/236526/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord17a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord17a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord17a.adf, http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord17b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord17b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord17b.adf",http://janeway.exotica.org.uk/release.php?id=30881
The Word 18,The Word,Amiga OCS/ECS,Carnage,3 March 1998,03.03.1998,https://demozoo.org//productions/236527/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord18a.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord18a.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord18a.adf, http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord18b.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord18b.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord18b.adf",http://janeway.exotica.org.uk/release.php?id=30882
The Word 19,The Word,Amiga AGA,Carnage,20 July 1998,20.07.1998,https://demozoo.org//productions/236528/,"http://ftp.amigascne.org/pub/amiga/Groups/C/Carnage/Carnage-TheWord19.lha, https://archive.scene.org/pub/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord19.lha, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/C/Carnage/Carnage-TheWord19.lha",http://janeway.exotica.org.uk/release.php?id=30883
The Word 3,The Word,Amiga OCS/ECS,NFA,5 September 1994,05.09.1994,https://demozoo.org//productions/295885/,"http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA-TheWord3.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA-TheWord3.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA-TheWord3.adf",http://janeway.exotica.org.uk/release.php?id=30884
The Word 4,The Word,Amiga OCS/ECS,NFA,1994,01.01.1994,https://demozoo.org//productions/295884/,"http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA-TheWord4.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA-TheWord4.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA-TheWord4.adf",http://janeway.exotica.org.uk/release.php?id=30885
The Word 6,The Word,Amiga AGA,NFA,1995,01.01.1995,https://demozoo.org//productions/313989/,"http://ftp.amigascne.org/pub/amiga/Groups/N/NFA/NFA-TheWord6.adf, https://archive.scene.org/pub/mirrors/amigascne/Groups/N/NFA/NFA-TheWord6.adf, http://http.us.scene.org/pub/scene.org/mirrors/amigascne/Groups/N/NFA/NFA-TheWord6.adf",http://janeway.exotica.org.uk/release.php?id=30871
