issue,title,platform,release,collection,creator,description,downloads,format,identifier,item_size,language,mediatype,num_reviews,oai_updatedate,publicdate,publisher,reviewdate,subject,link
Outdoor #4 (1994 07 01)( ),Outdoor,Commodore 64,,"softwarelibrary_c64_diskmags_scene,softwarelibrary_c64,softwarelibrary",,Outdoor #4 (1994 07 01)( ),90,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG,JPEG Thumb,Metadata,Unknown",Outdoor_4_1994-07-01_-,1664652,English,software,,"18.09.2018, 30.05.2020",18.09.2018,,,,https://archive.org/details/Outdoor_4_1994-07-01_-
Outlet #100,Outlet,ZX Spectrum,01.12.1995,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-100,835603,English,software,,"07.01.2015, 28.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-100
Outlet #101,Outlet,ZX Spectrum,01.01.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-101,836188,English,software,,"08.01.2015, 27.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-101
Outlet #102,Outlet,ZX Spectrum,01.02.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,79,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-102,836970,English,software,,"08.01.2015, 30.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-102
Outlet #104,Outlet,ZX Spectrum,01.04.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,67,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-104,839184,English,software,,"08.01.2015, 31.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-104
Outlet #105,Outlet,ZX Spectrum,01.05.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,70,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-105,834687,English,software,,"08.01.2015, 03.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-105
Outlet #107,Outlet,ZX Spectrum,01.07.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,62,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-107,834993,English,software,,"08.01.2015, 28.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-107
Outlet #108,Outlet,ZX Spectrum,01.08.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag. Note: The original distribution of Outlet #108 included a game called Monsterland! which has been removed in this version.,73,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-108,835386,English,software,,"08.01.2015, 02.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-108
Outlet #109,Outlet,ZX Spectrum,01.09.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,58,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-109,838713,English,software,,"08.01.2015, 31.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-109
Outlet #110,Outlet,ZX Spectrum,01.10.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,64,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-110,834978,English,software,,"08.01.2015, 29.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-110
Outlet #111,Outlet,ZX Spectrum,01.11.1996,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,72,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-111,837612,English,software,,"08.01.2015, 30.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-111
Outlet #113,Outlet,ZX Spectrum,01.01.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,62,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-113,835433,English,software,,"08.01.2015, 28.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-113
Outlet #114,Outlet,ZX Spectrum,01.02.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,59,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-114,835173,English,software,,"08.01.2015, 29.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-114
Outlet #115,Outlet,ZX Spectrum,01.03.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,76,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-115,836272,English,software,,"08.01.2015, 31.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-115
Outlet #118,Outlet,ZX Spectrum,01.06.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,60,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-118,837809,English,software,,"08.01.2015, 06.02.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-118
Outlet #119,Outlet,ZX Spectrum,01.07.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,60,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-119,836267,English,software,,"08.01.2015, 28.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-119
Outlet #12,Outlet,ZX Spectrum,01.08.1988,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,52,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-12,840168,English,software,,"07.01.2015, 06.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-12
Outlet #122,Outlet,ZX Spectrum,01.10.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,62,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-122,836470,English,software,,"08.01.2015, 31.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-122
Outlet #123,Outlet,ZX Spectrum,01.11.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,76,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-123,834672,English,software,,"08.01.2015, 06.02.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-123
Outlet #124,Outlet,ZX Spectrum,01.12.1997,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,67,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-124,835782,English,software,,"08.01.2015, 30.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-124
Outlet #125,Outlet,ZX Spectrum,01.01.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-125,840626,English,software,,"08.01.2015, 31.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-125
Outlet #127,Outlet,ZX Spectrum,01.03.1998,"diskmags,softwarelibrary,emulation,fav-aetherealization",Chezron Software,ZX Spectrum diskmag.,59,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-127,836608,English,software,,"08.01.2015, 03.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-127
Outlet #128,Outlet,ZX Spectrum,01.04.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,64,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-128,836695,English,software,,"08.01.2015, 03.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-128
Outlet #129,Outlet,ZX Spectrum,01.05.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,75,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-129,834134,English,software,,"08.01.2015, 28.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-129
Outlet #13,Outlet,ZX Spectrum,01.09.1988,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,55,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-13,838278,English,software,,"07.01.2015, 25.01.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-13
Outlet #131,Outlet,ZX Spectrum,01.07.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,64,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-131,835888,English,software,,"08.01.2015, 29.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-131
Outlet #132,Outlet,ZX Spectrum,01.08.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,64,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-132,838056,English,software,,"08.01.2015, 26.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-132
Outlet #133,Outlet,ZX Spectrum,01.09.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-133,834724,English,software,,"08.01.2015, 01.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-133
Outlet #135,Outlet,ZX Spectrum,01.11.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,63,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-135,834465,English,software,,"08.01.2015, 01.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-135
Outlet #136,Outlet,ZX Spectrum,01.12.1998,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,61,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-136,835579,English,software,,"08.01.2015, 29.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-136
Outlet #137,Outlet,ZX Spectrum,01.01.1999,"diskmags,softwarelibrary,emulation,fav-aetherealization",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-137,836865,English,software,,"08.01.2015, 01.02.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-137
Outlet #138,Outlet,ZX Spectrum,01.02.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,71,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-138,834870,English,software,,"08.01.2015, 01.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-138
Outlet #139,Outlet,ZX Spectrum,01.03.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,72,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-139,834741,English,software,,"08.01.2015, 30.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-139
Outlet #14,Outlet,ZX Spectrum,01.10.1988,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,48,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-14,835337,English,software,,"07.01.2015, 03.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-14
Outlet #140,Outlet,ZX Spectrum,01.04.1999,"diskmags,softwarelibrary,emulation",Chezron Software,"ZX Spectrum diskmag. Note: The original distribution of Outlet #140 included Captain Dynamo by Code Masters Ltd, but it has been removed from this disk image.",87,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-140,838092,English,software,,"08.01.2015, 27.01.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-140
Outlet #142,Outlet,ZX Spectrum,01.06.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,64,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-142,834345,English,software,,"08.01.2015, 28.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-142
Outlet #143,Outlet,ZX Spectrum,01.07.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,83,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-143,837248,English,software,,"08.01.2015, 04.04.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-143
Outlet #144,Outlet,ZX Spectrum,01.08.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,71,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-144,834531,English,software,,"08.01.2015, 30.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-144
Outlet #145,Outlet,ZX Spectrum,01.09.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,68,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-145,835659,English,software,,"08.01.2015, 28.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-145
Outlet #147,Outlet,ZX Spectrum,01.11.1999,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,61,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-147,835646,English,software,,"08.01.2015, 28.03.2023",08.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-147
Outlet #16,Outlet,ZX Spectrum,01.12.1988,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,46,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-16,849394,English,software,,"07.01.2015, 28.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-16
Outlet #17,Outlet,ZX Spectrum,01.01.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-17,839044,English,software,,"07.01.2015, 29.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-17
Outlet #18,Outlet,ZX Spectrum,01.02.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,71,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-18,839225,English,software,,"07.01.2015, 07.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-18
Outlet #19,Outlet,ZX Spectrum,01.03.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,52,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-19,839119,English,software,,"07.01.2015, 28.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-19
Outlet #20,Outlet,ZX Spectrum,01.04.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,59,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-20,834141,English,software,,"07.01.2015, 05.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-20
Outlet #21,Outlet,ZX Spectrum,01.05.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,47,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-21,834526,English,software,,"07.01.2015, 06.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-21
Outlet #22,Outlet,ZX Spectrum,01.06.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,50,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-22,839181,English,software,,"07.01.2015, 05.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-22
Outlet #23,Outlet,ZX Spectrum,01.07.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,54,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-23,837320,English,software,,"07.01.2015, 27.01.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-23
Outlet #26,Outlet,ZX Spectrum,01.10.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,49,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-26,841843,English,software,,"07.01.2015, 28.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-26
Outlet #27,Outlet,ZX Spectrum,01.11.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,49,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-27,838524,English,software,,"07.01.2015, 01.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-27
Outlet #28,Outlet,ZX Spectrum,01.12.1989,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,65,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-28,838218,English,software,,"07.01.2015, 31.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-28
Outlet #30,Outlet,ZX Spectrum,01.02.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,47,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-30,840375,English,software,,"07.01.2015, 02.04.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-30
Outlet #31,Outlet,ZX Spectrum,01.03.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,44,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-31,838419,English,software,,"07.01.2015, 07.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-31
Outlet #32,Outlet,ZX Spectrum,01.04.1990,"diskmags,softwarelibrary,emulation,fav-aetherealization",Chezron Software,ZX Spectrum diskmag.,44,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-32,837789,English,software,,"07.01.2015, 29.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-32
Outlet #33,Outlet,ZX Spectrum,01.05.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,45,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-33,842230,English,software,,"07.01.2015, 30.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-33
Outlet #34,Outlet,ZX Spectrum,01.06.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,52,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-34,838017,English,software,,"07.01.2015, 29.01.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-34
Outlet #35,Outlet,ZX Spectrum,01.07.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,62,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-35,838290,English,software,,"07.01.2015, 04.04.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-35
Outlet #36,Outlet,ZX Spectrum,01.08.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,54,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-36,837923,English,software,,"07.01.2015, 06.02.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-36
Outlet #37,Outlet,ZX Spectrum,01.09.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,46,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-37,836462,English,software,,"07.01.2015, 29.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-37
Outlet #40,Outlet,ZX Spectrum,01.12.1990,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,42,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-40,840257,English,software,,"07.01.2015, 30.03.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-40
Outlet #41,Outlet,ZX Spectrum,01.01.1991,"diskmags,softwarelibrary,emulation",Chezron Software,ZX Spectrum diskmag.,57,"Animated GIF,Archive BitTorrent,Metadata,Unknown",outlet-41,836947,English,software,,"07.01.2015, 02.04.2023",07.01.2015,,,"diskmags,ZX Spectrum diskmags",https://archive.org/details/outlet-41
